origen,prueba_desde,tarea,H,metodo,semilla,mase_medio,mase_mediano,mase_rel_medio,mase_rel_mediano,ic95,n_series,n_entrena,n_prueba,epocas,mejor_epoca,grad_inicio,grad_final,parametro
3,2022-01-24,magnitud,5,mediana de la ventana,,1.295730710029602,1.2873826026916504,0.9857826828956604,0.986843466758728,0.0027397121634435066,274,127600,6576,,,,,
3,2022-01-24,magnitud,5,media reescalada (c global),,1.2973909378051758,1.285961627960205,0.9870803952217102,0.986843466758728,0.0032458008113390047,274,127600,6576,,,,,0.7302
3,2022-01-24,magnitud,5,media reescalada (c por serie),,1.2983849048614502,1.2897257804870605,0.9877801537513733,0.9860886931419373,0.0033144109243103794,274,127600,6576,,,,,
3,2022-01-24,magnitud,5,EWMA RiskMetrics,,1.293984055519104,1.2828991413116455,0.984851598739624,0.9859575033187866,0.0029057886872691984,274,127600,6576,,,,,0.7452
3,2022-01-24,magnitud,5,EWMA ajustado,,1.2948464155197144,1.2854654788970947,0.9855589270591736,0.9861671924591064,0.002935198165468755,274,127600,6576,,,,,0.93
3,2022-01-24,magnitud,5,HAR,,1.2877261638641357,1.274864912033081,0.980319082736969,0.9795523881912231,0.002901488374213924,274,127600,6576,,,,,
3,2022-01-24,magnitud,5,"GARCH(1,1) agrupado",,1.317200779914856,1.2937644720077515,1.0010178089141846,0.9964723587036133,0.004847907105892135,274,127600,6576,,,,,0.5331
3,2022-01-24,magnitud,5,regresion agrupada (L2),,1.3089475631713867,1.2946412563323975,0.9977733492851257,0.9988844990730286,0.0035522005921104875,274,127600,6576,,,,,
3,2022-01-24,magnitud,5,regresion agrupada (L1),,1.2841273546218872,1.2747206687927246,0.9776082038879395,0.9777698516845703,0.002757045971891815,274,127600,6576,,,,,
3,2022-01-24,magnitud,10,volatilidad reciente,,1.3087694644927979,1.301276445388794,1.0,1.0,0.0,274,127326,6302,,,,,
3,2022-01-24,magnitud,10,mediana de la ventana,,1.292930245399475,1.2836363315582275,0.9878043532371521,0.9882431030273438,0.0026921298791470092,274,127326,6302,,,,,
3,2022-01-24,magnitud,10,media reescalada (c global),,1.296970248222351,1.2883672714233398,0.9909183382987976,0.9918006658554077,0.0033286119947573576,274,127326,6302,,,,,0.7255
3,2022-01-24,magnitud,10,media reescalada (c por serie),,1.2979787588119507,1.2869200706481934,0.9916499853134155,0.9888206720352173,0.0034024113802024877,274,127326,6302,,,,,
3,2022-01-24,magnitud,10,EWMA RiskMetrics,,1.2970948219299316,1.2865283489227295,0.9912628531455994,0.9915306568145752,0.0029059671543119467,274,127326,6302,,,,,0.7364
3,2022-01-24,magnitud,10,EWMA ajustado,,1.2970948219299316,1.2865283489227295,0.9912628531455994,0.9915306568145752,0.0029059671543119467,274,127326,6302,,,,,0.94
3,2022-01-24,magnitud,10,HAR,,1.2897677421569824,1.2803853750228882,0.9859492182731628,0.9858647584915161,0.0025263949858016347,274,127326,6302,,,,,
