origen,prueba_desde,tarea,H,metodo,semilla,mase_medio,mase_mediano,mase_rel_medio,mase_rel_mediano,ic95,n_series,n_entrena,n_prueba,epocas,mejor_epoca,grad_inicio,grad_final
3,2022-01-24,magnitud,1,LSTM,0.0,1.423761010169983,1.3794336318969727,0.9994871616363525,0.9976958632469177,0.008717281247537758,272,126936,6528,9.0,2.0,0.19436114069802926,0.20187852651842178
3,2022-01-24,magnitud,1,LSTM,1.0,1.4652845859527588,1.4277830123901367,1.0284342765808105,1.0166902542114258,0.011551641342226042,272,126936,6528,14.0,7.0,0.16156882606822276,0.21686650764557622
3,2022-01-24,magnitud,5,volatilidad reciente,,1.3145276308059692,1.2950916290283203,1.0,1.0,0.0,272,126664,6528,,,,
3,2022-01-24,magnitud,5,persistencia,,1.7294838428497314,1.6964104175567627,1.313219428062439,1.2925474643707275,0.015421714030998393,272,126664,6528,,,,
3,2022-01-24,magnitud,5,regresion agrupada,,1.3089772462844849,1.293761968612671,0.997647225856781,0.9994364976882935,0.0035818277174640843,272,126664,6528,,,,
3,2022-01-24,magnitud,5,LSTM,0.0,1.293071985244751,1.2770960330963135,0.9827045202255249,0.9781205654144287,0.004451082468232804,272,126664,6528,15.0,8.0,0.10200072714701446,0.14450860426883505
3,2022-01-24,magnitud,5,LSTM,1.0,1.293360948562622,1.278300166130066,0.9837135076522827,0.9826346635818481,0.003856245737619729,272,126664,6528,9.0,2.0,0.11212368024644828,0.12459525776782421
3,2022-01-24,magnitud,10,volatilidad reciente,,1.3090219497680664,1.3012797832489014,1.0,1.0,0.0,272,126392,6256,,,,
3,2022-01-24,magnitud,10,persistencia,,1.7233765125274658,1.687272071838379,1.3129992485046387,1.3000752925872803,0.014645301382109262,272,126392,6256,,,,
3,2022-01-24,magnitud,10,regresion agrupada,,1.3068922758102417,1.2922472953796387,0.9999818205833435,1.0001611709594727,0.0031269132543086018,272,126392,6256,,,,
3,2022-01-24,magnitud,10,LSTM,0.0,1.2949028015136719,1.2889046669006348,0.9885603785514832,0.9861699342727661,0.0038416729343302447,272,126392,6256,10.0,3.0,0.09680268176744583,0.10636432102394973
3,2022-01-24,magnitud,10,LSTM,1.0,1.2986894845962524,1.2886053323745728,0.9908215999603271,0.9864835739135742,0.004356485739036694,272,126392,6256,15.0,8.0,0.07807802457950618,0.1109248436459525
3,2022-01-24,magnitud,20,volatilidad reciente,,1.301362156867981,1.2959386110305786,1.0,1.0,0.0,272,125848,5712,,,,
3,2022-01-24,magnitud,20,persistencia,,1.7551870346069336,1.7215181589126587,1.3439936637878418,1.3315773010253906,0.015861740589795063,272,125848,5712,,,,
3,2022-01-24,magnitud,20,regresion agrupada,,1.3070638179779053,1.3084806203842163,1.0054545402526855,1.0043742656707764,0.002830031351396083,272,125848,5712,,,,
3,2022-01-24,magnitud,20,LSTM,0.0,1.30609929561615,1.2974132299423218,1.002740502357483,0.9997594356536865,0.003894122467305395,272,125848,5712,13.0,6.0,0.0747807140507531,0.08187586961056643
3,2022-01-24,magnitud,20,LSTM,1.0,1.3081979751586914,1.2978399991989136,1.0037832260131836,0.9981095790863037,0.004053903782013409,272,125848,5712,21.0,14.0,0.08831789016504053,0.09837163752323486
4,2022-07-26,nivel,1,cero,,1.3529270887374878,1.3271691799163818,1.0,1.0,0.0,272,133736,6528,,,,
4,2022-07-26,nivel,1,deriva,,1.3607550859451294,1.3377163410186768,1.003987431526184,1.0048139095306396,0.004306209612863754,272,133736,6528,,,,
4,2022-07-26,nivel,1,ingenua,,1.7648528814315796,1.7613632678985596,1.3217201232910156,1.296844244003296,0.022383477095622027,272,133736,6528,,,,
4,2022-07-26,nivel,1,regresion agrupada,,1.4090468883514404,1.3731967210769653,1.0449703931808472,1.0425012111663818,0.006844133463714635,272,133736,6528,,,,
4,2022-07-26,nivel,1,LSTM,0.0,1.3590667247772217,1.32759690284729,1.0039863586425781,1.004049301147461,0.003332730722306133,272,133736,6528,8.0,1.0,0.07146061701614616,0.1762871114576296
4,2022-07-26,nivel,1,LSTM,1.0,1.348814845085144,1.320490837097168,0.9962595701217651,0.995453953742981,0.003079976070076035,272,133736,6528,7.0,0.0,0.0763897032176018,0.17634318310261685
4,2022-07-26,nivel,5,cero,,1.2988033294677734,1.2920000553131104,1.0,1.0,0.0,272,133736,6528,,,,
4,2022-07-26,nivel,5,deriva,,1.3158471584320068,1.295064926147461,1.0129543542861938,1.0133074522018433,0.0012546180504038882,272,133736,6528,,,,
4,2022-07-26,nivel,5,ingenua,,1.8694199323654175,1.8772953748703003,1.4393930435180664,1.4298263788223267,0.011985382142917129,272,133736,6528,,,,
4,2022-07-26,nivel,5,regresion agrupada,,1.36152982711792,1.3526957035064697,1.0487569570541382,1.0479803085327148,0.0027737981209210536,272,133736,6528,,,,
4,2022-07-26,nivel,5,LSTM,0.0,1.305508017539978,1.2970330715179443,1.0047684907913208,1.0044491291046143,0.0009648845371265343,272,133736,6528,7.0,0.0,0.03454252066585747,0.07185219623590063
4,2022-07-26,nivel,5,LSTM,1.0,1.3093641996383667,1.2989885807037354,1.0074093341827393,1.0056726932525635,0.0016130180724789566,272,133736,6528,7.0,0.0,0.03673903781201256,0.08651547117539847
4,2022-07-26,nivel,10,cero,,1.3073450326919556,1.29889714717865,1.0,1.0,0.0,272,133464,6256,,,,
4,2022-07-26,nivel,10,deriva,,1.3233122825622559,1.3121592998504639,1.012041449546814,1.0122883319854736,0.0012297546560631556,272,133464,6256,,,,
4,2022-07-26,nivel,10,ingenua,,1.8637473583221436,1.852919101715088,1.4256845712661743,1.41971755027771,0.011046570694594977,272,133464,6256,,,,
4,2022-07-26,nivel,10,regresion agrupada,,1.3635371923446655,1.360591173171997,1.043379783630371,1.0432218313217163,0.002557854727592375,272,133464,6256,,,,
4,2022-07-26,nivel,10,LSTM,0.0,1.310138463973999,1.2963638305664062,1.0018140077590942,1.0023763179779053,0.0007023096866601543,272,133464,6256,7.0,0.0,0.02709197178590058,0.06352965189750624
4,2022-07-26,nivel,10,LSTM,1.0,1.3100354671478271,1.2953314781188965,1.0017563104629517,1.0022058486938477,0.0006397437152677717,272,133464,6256,7.0,0.0,0.02600912630408146,0.06046621498234313
4,2022-07-26,nivel,20,cero,,1.3244832754135132,1.313220500946045,1.0,1.0,0.0,272,132920,5712,,,,
4,2022-07-26,nivel,20,deriva,,1.3380858898162842,1.323041319847107,1.0100075006484985,1.0101754665374756,0.0011575704221735447,272,132920,5712,,,,
4,2022-07-26,nivel,20,ingenua,,1.8264036178588867,1.8233013153076172,1.3809833526611328,1.370734453201294,0.010936284868572017,272,132920,5712,,,,
4,2022-07-26,nivel,20,regresion agrupada,,1.3694785833358765,1.3662409782409668,1.034300446510315,1.0334243774414062,0.002299814057280243,272,132920,5712,,,,
4,2022-07-26,nivel,20,LSTM,0.0,1.3287538290023804,1.314112901687622,1.0027861595153809,1.0025756359100342,0.00081585601817451,272,132920,5712,7.0,0.0,0.019980315043805884,0.03623891113540874
4,2022-07-26,nivel,20,LSTM,1.0,1.3298687934875488,1.315194845199585,1.003669261932373,1.0040793418884277,0.0007784447684376748,272,132920,5712,7.0,0.0,0.019517951662867114,0.04721749221834426
4,2022-07-26,magnitud,1,volatilidad reciente,,1.3233195543289185,1.2783012390136719,1.0,1.0,0.0,272,133736,6528,,,,
4,2022-07-26,magnitud,1,persistencia,,1.5907096862792969,1.5341322422027588,1.2153109312057495,1.1728156805038452,0.024641803523077325,272,133736,6528,,,,
4,2022-07-26,magnitud,1,regresion agrupada,,1.292803168296814,1.2509071826934814,0.9783840179443359,0.9804167747497559,0.00807932513790631,272,133736,6528,,,,
4,2022-07-26,magnitud,1,LSTM,0.0,1.2733937501907349,1.2433812618255615,0.9632633328437805,0.9603457450866699,0.010061561589567846,272,133736,6528,10.0,3.0,0.1920221259009029,0.19332402239395144
4,2022-07-26,magnitud,1,LSTM,1.0,1.2797871828079224,1.246769666671753,0.9680432677268982,0.9617807269096375,0.010925609831628299,272,133736,6528,12.0,5.0,0.15505350300646878,0.207644226104306
4,2022-07-26,magnitud,5,volatilidad reciente,,1.262834906578064,1.2626545429229736,1.0,1.0,0.0,272,133736,6528,,,,
4,2022-07-26,magnitud,5,persistencia,,1.593157172203064,1.5766915082931519,1.2651339769363403,1.2533175945281982,0.01469536427859801,272,133736,6528,,,,
4,2022-07-26,magnitud,5,regresion agrupada,,1.2304774522781372,1.2232069969177246,0.9755779504776001,0.9796218872070312,0.004416223932445614,272,133736,6528,,,,
4,2022-07-26,magnitud,5,LSTM,0.0,1.1734986305236816,1.171248435974121,0.9299120306968689,0.9283437728881836,0.004080828547220591,272,133736,6528,9.0,2.0,0.10153347896465437,0.16064947636986782
4,2022-07-26,magnitud,5,LSTM,1.0,1.1796895265579224,1.1759014129638672,0.9342596530914307,0.9321904182434082,0.00409857088327339,272,133736,6528,13.0,6.0,0.11199397068420856,0.10852316946475045
4,2022-07-26,magnitud,10,volatilidad reciente,,1.262470006942749,1.2642624378204346,1.0,1.0,0.0,272,133464,6256,,,,
4,2022-07-26,magnitud,10,persistencia,,1.5922517776489258,1.5737711191177368,1.2641572952270508,1.2582364082336426,0.014268654636391565,272,133464,6256,,,,
4,2022-07-26,magnitud,10,regresion agrupada,,1.2252694368362427,1.2233784198760986,0.9716829657554626,0.9746031761169434,0.004053790842562037,272,133464,6256,,,,
4,2022-07-26,magnitud,10,LSTM,0.0,1.1792932748794556,1.179628610610962,0.9343807101249695,0.9334264397621155,0.003904319544490907,272,133464,6256,9.0,2.0,0.09568145851180014,0.11944899921059265
4,2022-07-26,magnitud,10,LSTM,1.0,1.179242491722107,1.1770861148834229,0.9341771602630615,0.9331656694412231,0.00418537930790286,272,133464,6256,11.0,4.0,0.08389988538391631,0.12359616714190706
4,2022-07-26,magnitud,20,volatilidad reciente,,1.2649734020233154,1.259319543838501,1.0,1.0,0.0,272,132920,5712,,,,
4,2022-07-26,magnitud,20,persistencia,,1.5911933183670044,1.560740351676941,1.2611442804336548,1.2480366230010986,0.013825691651859212,272,132920,5712,,,,
4,2022-07-26,magnitud,20,regresion agrupada,,1.2228708267211914,1.2197030782699585,0.9679300785064697,0.9719905853271484,0.0034976501044148836,272,132920,5712,,,,
4,2022-07-26,magnitud,20,LSTM,0.0,1.1929265260696411,1.1860016584396362,0.942922055721283,0.9433091282844543,0.004214667218190558,272,132920,5712,7.0,0.0,0.07268913217032184,0.09144482069577162
4,2022-07-26,magnitud,20,LSTM,1.0,1.1876250505447388,1.1801202297210693,0.9387007355690002,0.9394643306732178,0.004283044827871662,272,132920,5712,8.0,1.0,0.09455326586030424,0.12539806238447243
5,2023-01-25,nivel,1,cero,,1.0593669414520264,1.0302679538726807,1.0,1.0,0.0,272,140536,6800,,,,
5,2023-01-25,nivel,1,deriva,,1.0662297010421753,1.0404764413833618,1.0080009698867798,1.0074419975280762,0.0034145445126381097,272,140536,6800,,,,
5,2023-01-25,nivel,1,ingenua,,1.471247911453247,1.3831675052642822,1.397680640220642,1.3458030223846436,0.028077775811945416,272,140536,6800,,,,
5,2023-01-25,nivel,1,regresion agrupada,,1.1159831285476685,1.0856592655181885,1.056005835533142,1.0549919605255127,0.006565620710810032,272,140536,6800,,,,
5,2023-01-25,nivel,1,LSTM,0.0,1.071107268333435,1.035721778869629,1.0112277269363403,1.0105435848236084,0.003795049270014688,272,140536,6800,21.0,14.0,0.07148857705697133,0.20953780990806434
5,2023-01-25,nivel,1,LSTM,1.0,1.0632885694503784,1.0383857488632202,1.00384521484375,1.0022938251495361,0.0029839890562335302,272,140536,6800,8.0,1.0,0.0736318338078825,0.4783752450146093
5,2023-01-25,nivel,5,cero,,1.0318554639816284,1.003629446029663,1.0,1.0,0.0,272,140536,6528,,,,
5,2023-01-25,nivel,5,deriva,,1.0422226190567017,1.012141227722168,1.009974718093872,1.0094718933105469,0.0012390318414172393,272,140536,6528,,,,
5,2023-01-25,nivel,5,ingenua,,1.490814447402954,1.4404799938201904,1.443163514137268,1.4146151542663574,0.018085769564657586,272,140536,6528,,,,
5,2023-01-25,nivel,5,regresion agrupada,,1.0649042129516602,1.0333073139190674,1.0328501462936401,1.0317323207855225,0.003513147655932205,272,140536,6528,,,,
5,2023-01-25,nivel,5,LSTM,0.0,1.0371015071868896,1.0065066814422607,1.0043903589248657,1.0031046867370605,0.0013042117964116363,272,140536,6528,8.0,1.0,0.03440871541278067,0.07112713192058609
5,2023-01-25,nivel,5,LSTM,1.0,1.037631869316101,1.0070122480392456,1.0046199560165405,1.0032730102539062,0.001575373998063117,272,140536,6528,10.0,3.0,0.035241396441200716,0.08013583273916948
5,2023-01-25,nivel,10,cero,,1.0263501405715942,0.9925302863121033,1.0,1.0,0.0,272,140264,6256,,,,
5,2023-01-25,nivel,10,deriva,,1.0351842641830444,1.0058062076568604,1.0086482763290405,1.0082640647888184,0.0012271425924318146,272,140264,6256,,,,
5,2023-01-25,nivel,10,ingenua,,1.4879004955291748,1.438335657119751,1.4480377435684204,1.4273146390914917,0.016791734629269667,272,140264,6256,,,,
5,2023-01-25,nivel,10,regresion agrupada,,1.057263970375061,1.0226770639419556,1.0311095714569092,1.0303237438201904,0.003379330217579096,272,140264,6256,,,,
5,2023-01-25,nivel,10,LSTM,0.0,1.0302621126174927,0.9973686337471008,1.002943992614746,1.0016789436340332,0.0015473881667102919,272,140264,6256,10.0,3.0,0.025692933653719233,0.06498520002856742
5,2023-01-25,nivel,10,LSTM,1.0,1.0333707332611084,1.0030299425125122,1.005918264389038,1.0038793087005615,0.0014570221493625914,272,140264,6256,12.0,5.0,0.025812492622606403,0.08460072223029107
5,2023-01-25,nivel,20,cero,,1.027994155883789,0.9978774785995483,1.0,1.0,0.0,272,139720,5712,,,,
5,2023-01-25,nivel,20,deriva,,1.0376830101013184,1.0055955648422241,1.0095428228378296,1.0084863901138306,0.0012644117078690978,272,139720,5712,,,,
5,2023-01-25,nivel,20,ingenua,,1.525803565979004,1.4667093753814697,1.4801892042160034,1.4513530731201172,0.018079911169435997,272,139720,5712,,,,
5,2023-01-25,nivel,20,regresion agrupada,,1.0580374002456665,1.0212197303771973,1.0303192138671875,1.0303328037261963,0.0032119184876574594,272,139720,5712,,,,
5,2023-01-25,nivel,20,LSTM,0.0,1.032390832901001,1.0001254081726074,1.0035784244537354,1.0027252435684204,0.0011274780441737212,272,139720,5712,9.0,2.0,0.019481158902315974,0.03468888921274261
5,2023-01-25,nivel,20,LSTM,1.0,1.0336732864379883,1.001383662223816,1.004624366760254,1.0030100345611572,0.0013190265160059602,272,139720,5712,17.0,10.0,0.018938513017249303,0.04658851132219855
5,2023-01-25,magnitud,1,volatilidad reciente,,0.9893471002578735,0.9470709562301636,1.0,1.0,0.0,272,140536,6800,,,,
5,2023-01-25,magnitud,1,persistencia,,1.3612861633300781,1.2897058725357056,1.3903617858886719,1.346340298652649,0.030909012453166546,272,140536,6800,,,,
5,2023-01-25,magnitud,1,regresion agrupada,,0.9914689064025879,0.9511062502861023,1.0061078071594238,1.001071572303772,0.00707267231641817,272,140536,6800,,,,
5,2023-01-25,magnitud,1,LSTM,0.0,0.96588134765625,0.9488575458526611,0.9804884791374207,0.9730362892150879,0.011624748404372817,272,140536,6800,8.0,1.0,0.20111852964192956,0.20414331646972014
5,2023-01-25,magnitud,1,LSTM,1.0,0.9597241878509521,0.931652307510376,0.9730954170227051,0.9710381031036377,0.00936113550707768,272,140536,6800,8.0,1.0,0.1547330590626581,0.20067424716628096
5,2023-01-25,magnitud,5,volatilidad reciente,,0.9935052394866943,0.9724882245063782,1.0,1.0,0.0,272,140536,6528,,,,
5,2023-01-25,magnitud,5,persistencia,,1.3345671892166138,1.2793538570404053,1.3411961793899536,1.319103717803955,0.021061254280202776,272,140536,6528,,,,
5,2023-01-25,magnitud,5,regresion agrupada,,0.9988235235214233,0.976108729839325,1.008054494857788,1.0098919868469238,0.004095070663796457,272,140536,6528,,,,
5,2023-01-25,magnitud,5,LSTM,0.0,0.9423497319221497,0.9137153029441833,0.9486474394798279,0.9502750635147095,0.0036757885975489684,272,140536,6528,12.0,5.0,0.10227570137541693,0.1428474371672654
5,2023-01-25,magnitud,5,LSTM,1.0,0.9429822564125061,0.9138869643211365,0.9490219354629517,0.9516581296920776,0.0037574824461835874,272,140536,6528,12.0,5.0,0.11970624159037632,0.12283298780357903
5,2023-01-25,magnitud,10,volatilidad reciente,,0.9898423552513123,0.9662480354309082,1.0,1.0,0.0,272,140264,6256,,,,
5,2023-01-25,magnitud,10,persistencia,,1.341707706451416,1.2744154930114746,1.3513563871383667,1.3291852474212646,0.02038964221406235,272,140264,6256,,,,
5,2023-01-25,magnitud,10,regresion agrupada,,0.9943603277206421,0.9704102873802185,1.0074900388717651,1.0068376064300537,0.003917646399752851,272,140264,6256,,,,
5,2023-01-25,magnitud,10,LSTM,0.0,0.9388353228569031,0.9104199409484863,0.9480413794517517,0.9500670433044434,0.003970092318665558,272,140264,6256,19.0,12.0,0.10305338612261371,0.09205367591531172
5,2023-01-25,magnitud,10,LSTM,1.0,0.9357320070266724,0.9084388017654419,0.9453166723251343,0.9486523866653442,0.0036610703282461167,272,140264,6256,11.0,4.0,0.08614972168511718,0.10950609990973434
5,2023-01-25,magnitud,20,volatilidad reciente,,0.9929214715957642,0.9662154912948608,1.0,1.0,0.0,272,139720,5712,,,,
5,2023-01-25,magnitud,20,persistencia,,1.3669633865356445,1.2982594966888428,1.3697599172592163,1.3375554084777832,0.02160743850219584,272,139720,5712,,,,
5,2023-01-25,magnitud,20,regresion agrupada,,0.9918258786201477,0.9630457162857056,1.0028190612792969,1.0023232698440552,0.0042282475095813815,272,139720,5712,,,,
5,2023-01-25,magnitud,20,LSTM,0.0,0.937207818031311,0.9011778831481934,0.9432492852210999,0.9453134536743164,0.004233974895039379,272,139720,5712,13.0,6.0,0.08042206521736178,0.08062116534282
5,2023-01-25,magnitud,20,LSTM,1.0,0.9369036555290222,0.902147650718689,0.9432225227355957,0.9436659812927246,0.00418179957905216,272,139720,5712,11.0,4.0,0.10226311332003755,0.11288095361488315
6,2023-07-27,nivel,1,cero,,0.9689412117004395,0.9153735637664795,1.0,1.0,0.0,272,147336,6800,,,,
6,2023-07-27,nivel,1,deriva,,0.9814623594284058,0.9206617474555969,1.0126678943634033,1.0112872123718262,0.0037364987478763997,272,147336,6800,,,,
6,2023-07-27,nivel,1,ingenua,,1.2876288890838623,1.21125066280365,1.3506536483764648,1.3161725997924805,0.028176109029950734,272,147336,6800,,,,
6,2023-07-27,nivel,1,regresion agrupada,,0.9786951541900635,0.9257366061210632,1.0120806694030762,1.0098850727081299,0.006971781697475977,272,147336,6800,,,,
6,2023-07-27,nivel,1,LSTM,0.0,0.9645336270332336,0.9040664434432983,0.995476245880127,0.9949877262115479,0.0035208187293483215,272,147336,6800,12.0,5.0,0.06512802019925504,0.174205056249371
6,2023-07-27,nivel,1,LSTM,1.0,0.9618626832962036,0.9123917818069458,0.9929066896438599,0.9931410551071167,0.002388298503368079,272,147336,6800,9.0,2.0,0.06958657943889396,0.1681411406542692
6,2023-07-27,nivel,5,cero,,0.9124546051025391,0.8801344633102417,1.0,1.0,0.0,272,147336,6528,,,,
6,2023-07-27,nivel,5,deriva,,0.9235036373138428,0.8885167837142944,1.0117462873458862,1.01142156124115,0.0017910855266981282,272,147336,6528,,,,
6,2023-07-27,nivel,5,ingenua,,1.235175609588623,1.1709449291229248,1.354353904724121,1.3385734558105469,0.015496550422024582,272,147336,6528,,,,
6,2023-07-27,nivel,5,regresion agrupada,,0.9412152767181396,0.9117225408554077,1.0318830013275146,1.0316540002822876,0.0026364181205138534,272,147336,6528,,,,
6,2023-07-27,nivel,5,LSTM,0.0,0.9151838421821594,0.8832392692565918,1.0027756690979004,1.0020698308944702,0.0010320017425303222,272,147336,6528,7.0,0.0,0.03336810001928825,0.07340064665186219
6,2023-07-27,nivel,5,LSTM,1.0,0.9156421422958374,0.8833585977554321,1.0032892227172852,1.003091812133789,0.0010782040297528084,272,147336,6528,7.0,0.0,0.03599177821565212,0.0739759717705763
6,2023-07-27,nivel,10,cero,,0.9124873876571655,0.8839119672775269,1.0,1.0,0.0,272,147064,6256,,,,
6,2023-07-27,nivel,10,deriva,,0.9244554042816162,0.888267993927002,1.012829065322876,1.0117571353912354,0.0017497694518998179,272,147064,6256,,,,
6,2023-07-27,nivel,10,ingenua,,1.2560292482376099,1.20112144947052,1.3772084712982178,1.3585944175720215,0.015015207901369053,272,147064,6256,,,,
6,2023-07-27,nivel,10,regresion agrupada,,0.9407750368118286,0.9080749750137329,1.0315183401107788,1.0294690132141113,0.0025741189121056126,272,147064,6256,,,,
6,2023-07-27,nivel,10,LSTM,0.0,0.9144480228424072,0.8859958648681641,1.001829981803894,1.0017659664154053,0.0009717222303309739,272,147064,6256,7.0,0.0,0.02613165423112071,0.06528939944570479
6,2023-07-27,nivel,10,LSTM,1.0,0.9150351285934448,0.885913610458374,1.002624750137329,1.0026271343231201,0.0008976930175637433,272,147064,6256,7.0,0.0,0.025529342504299207,0.06281520073504551
6,2023-07-27,nivel,20,cero,,0.9223415851593018,0.8860942125320435,1.0,1.0,0.0,272,146520,5712,,,,
6,2023-07-27,nivel,20,deriva,,0.9342607259750366,0.8972944021224976,1.0125131607055664,1.011157751083374,0.0018016190505092784,272,146520,5712,,,,
6,2023-07-27,nivel,20,ingenua,,1.2706503868103027,1.2128283977508545,1.378066062927246,1.3614823818206787,0.01513612991316446,272,146520,5712,,,,
6,2023-07-27,nivel,20,regresion agrupada,,0.9458070397377014,0.9111157655715942,1.0259737968444824,1.0245320796966553,0.0024906327143777137,272,146520,5712,,,,
6,2023-07-27,nivel,20,LSTM,0.0,0.9240105748176575,0.8862422704696655,1.0014963150024414,1.0013283491134644,0.0008751733427178911,272,146520,5712,7.0,0.0,0.01955210627503628,0.03649741559765622
6,2023-07-27,nivel,20,LSTM,1.0,0.9247244596481323,0.8862606287002563,1.002547264099121,1.002471685409546,0.0008494695094497709,272,146520,5712,7.0,0.0,0.01881266977755031,0.04046411327627629
6,2023-07-27,magnitud,1,volatilidad reciente,,0.9561819434165955,0.9041211605072021,1.0,1.0,0.0,272,147336,6800,,,,
6,2023-07-27,magnitud,1,persistencia,,1.1842275857925415,1.111388921737671,1.2614433765411377,1.2372279167175293,0.028030290645494792,272,147336,6800,,,,
6,2023-07-27,magnitud,1,regresion agrupada,,0.9622067809104919,0.8971291780471802,1.0124284029006958,1.0089986324310303,0.007884100712810801,272,147336,6800,,,,
6,2023-07-27,magnitud,1,LSTM,0.0,0.9235703945159912,0.8435167074203491,0.9630407691001892,0.964333176612854,0.008686365653876881,272,147336,6800,13.0,6.0,0.20463603122011087,0.1969482218911354
6,2023-07-27,magnitud,1,LSTM,1.0,0.9251199960708618,0.8518794178962708,0.9636968970298767,0.9654325246810913,0.008711384001144898,272,147336,6800,16.0,9.0,0.15891464469799152,0.2129792195175671
6,2023-07-27,magnitud,5,volatilidad reciente,,0.9082694053649902,0.8694532513618469,1.0,1.0,0.0,272,147336,6528,,,,
6,2023-07-27,magnitud,5,persistencia,,1.1212043762207031,1.068605661392212,1.2365880012512207,1.2086374759674072,0.016895308237818662,272,147336,6528,,,,
6,2023-07-27,magnitud,5,regresion agrupada,,0.9147511720657349,0.8748096227645874,1.0115501880645752,1.0085006952285767,0.004654307072305728,272,147336,6528,,,,
6,2023-07-27,magnitud,5,LSTM,0.0,0.8544701933860779,0.8203613758087158,0.9418780207633972,0.944257915019989,0.0040290426464617045,272,147336,6528,9.0,2.0,0.11113258238118659,0.13777809782833275
6,2023-07-27,magnitud,5,LSTM,1.0,0.8571551442146301,0.8222643136978149,0.9450313448905945,0.9470566511154175,0.0038175553921263755,272,147336,6528,8.0,1.0,0.12476979934985542,0.13407510663253358
6,2023-07-27,magnitud,10,volatilidad reciente,,0.9040442109107971,0.8639135360717773,1.0,1.0,0.0,272,147064,6256,,,,
6,2023-07-27,magnitud,10,persistencia,,1.1215401887893677,1.0649337768554688,1.2439569234848022,1.2174100875854492,0.017447146660505234,272,147064,6256,,,,
6,2023-07-27,magnitud,10,regresion agrupada,,0.9121310114860535,0.8787322640419006,1.0146939754486084,1.0107767581939697,0.004911549260696657,272,147064,6256,,,,
6,2023-07-27,magnitud,10,LSTM,0.0,0.8488603234291077,0.8106272220611572,0.9404574632644653,0.9417099356651306,0.003717158770344486,272,147064,6256,12.0,5.0,0.1073533435165882,0.10883779968904413
6,2023-07-27,magnitud,10,LSTM,1.0,0.8506984114646912,0.8126293420791626,0.9425725340843201,0.9440239071846008,0.0036934051190529392,272,147064,6256,15.0,8.0,0.09334730953302073,0.11424382209777832
6,2023-07-27,magnitud,20,volatilidad reciente,,0.9019309282302856,0.8579566478729248,1.0,1.0,0.0,272,146520,5712,,,,
6,2023-07-27,magnitud,20,persistencia,,1.1401145458221436,1.0999242067337036,1.266153335571289,1.2378257513046265,0.018094625824676407,272,146520,5712,,,,
6,2023-07-27,magnitud,20,regresion agrupada,,0.9172691106796265,0.8866313695907593,1.0243496894836426,1.0168076753616333,0.005410859544549925,272,146520,5712,,,,
6,2023-07-27,magnitud,20,LSTM,0.0,0.855079710483551,0.8167839646339417,0.9492379426956177,0.9505876302719116,0.00398084822025646,272,146520,5712,10.0,3.0,0.08743899031160285,0.09143971129081636
6,2023-07-27,magnitud,20,LSTM,1.0,0.853881299495697,0.816908061504364,0.9477129578590393,0.948306143283844,0.00387183047839351,272,146520,5712,9.0,2.0,0.10450198472092288,0.09265484110847194
7,2024-01-26,nivel,1,cero,,0.8783445358276367,0.8331148028373718,1.0,1.0,0.0,272,154408,6800,,,,
7,2024-01-26,nivel,1,deriva,,0.8874021172523499,0.8363466262817383,1.0110987424850464,1.0097312927246094,0.004407412396449539,272,154408,6800,,,,
7,2024-01-26,nivel,1,ingenua,,1.3107024431228638,1.233764410018921,1.5240920782089233,1.49295175075531,0.0291515173780956,272,154408,6800,,,,
7,2024-01-26,nivel,1,regresion agrupada,,0.9022011756896973,0.8503355979919434,1.0324885845184326,1.0234853029251099,0.008567733150639694,272,154408,6800,,,,
7,2024-01-26,nivel,1,LSTM,0.0,0.8781623840332031,0.82765132188797,0.9998926520347595,0.9975578784942627,0.003383312010876682,272,154408,6800,12.0,5.0,0.06849912852426646,0.19359362468937572
7,2024-01-26,nivel,1,LSTM,1.0,0.8780234456062317,0.8273718357086182,1.00048828125,0.9983243942260742,0.0038754260187674017,272,154408,6800,11.0,4.0,0.07020388074320993,0.1797496855801699
7,2024-01-26,nivel,5,cero,,0.9032049775123596,0.8765044808387756,1.0,1.0,0.0,272,154136,6528,,,,
7,2024-01-26,nivel,5,deriva,,0.9113170504570007,0.8821085691452026,1.0086240768432617,1.0081138610839844,0.0018203222754143544,272,154136,6528,,,,
7,2024-01-26,nivel,5,ingenua,,1.3051120042800903,1.2606979608535767,1.4445502758026123,1.4318351745605469,0.01592325373962175,272,154136,6528,,,,
7,2024-01-26,nivel,5,regresion agrupada,,0.9271631836891174,0.9010230898857117,1.0261410474777222,1.0239825248718262,0.00285388213061581,272,154136,6528,,,,
7,2024-01-26,nivel,5,LSTM,0.0,0.9018837213516235,0.877759575843811,0.9983655214309692,0.9979333877563477,0.001170116752887054,272,154136,6528,7.0,0.0,0.03336262791595154,0.06831206600019588
7,2024-01-26,nivel,5,LSTM,1.0,0.903706967830658,0.8777457475662231,1.0004539489746094,0.9999858140945435,0.0010581133436876225,272,154136,6528,7.0,0.0,0.035476465380532826,0.07319857190929933
7,2024-01-26,nivel,10,cero,,0.8927389979362488,0.8654407262802124,1.0,1.0,0.0,272,153864,6256,,,,
7,2024-01-26,nivel,10,deriva,,0.9005770683288574,0.8713544607162476,1.0084892511367798,1.0073435306549072,0.001896154453583294,272,153864,6256,,,,
